Company,Date,Tweet,GeneralScore,LMScore
$JPM,11/29/2018,b'*Yield Curve Concerns Re-Emerge After Dovish Powell Pivot*\n$JPM $BAC $GS $FAS $DOW $ES',0.0625,0
$JPM,11/29/2018,"b'CUTE cartoon I was sent \n\n$SPY, $QQQ, $NDX, $DIA, $IWM, $NFLX, $FB, $INTC, $SMH, $AAPL, $NVDA, $TSLA, $ES, $YM,a https://t.co/oT5koGReWz'",0.142857143,-0.052631579
$JPM,11/29/2018,"b'I Think The Fed Keeps Raising Especially if We Get Tarriff Relief.\nLow Oil, Leading To Some Price Decreases Duringa https://t.co/vPtPiLRyYl'",0.272727273,-0.083333333
$JPM,11/29/2018,b'How many times do you think Powell will raise rate in 2019? $SPY $DIA $UCO $GLD $IWM $XLK $XLE $XLF $XLY $XLP $XLVa https://t.co/SPJhfkOZZV',0.272727273,-0.090909091
$JPM,11/29/2018,b'Sentiment Intraday Signals #NASDAQ #NYSE\nSELL $XOM\nSELL $JPM',0.083333333,-0.058823529
$JPM,11/29/2018,b'Average sentiment (from Twitter):\n$AMD: Y0.12(17) $GOOG: Y0.24(37) $FB: Y0.06(77) $MMM: Y0.50(4) $CAT: Y0.50(6)a https://t.co/9i3XUBilPW',0.153846154,-0.071428571
$JPM,11/29/2018,"b'I am setting up to fade (SHORT) the indexes (SPY, DIA, QQQ, IWM) the TFAANGS as well\n\n$SPY, $QQQ, $NDX, $DIA, $IWM,a https://t.co/1UrjT04WCy'",0.0625,0.083333333
$JPM,11/29/2018,b'YZS BE A MILLIONAIRE THIS CHRISTMAS YZS\n\n@BIGMONEYMIKE6 BIGGEST PENNYSTOCK ALERT COMING THIS DECEMBER 18TH!!\n\nJOIN OURa https://t.co/qRJxyFTWYr',0.272727273,0.066666667
$JPM,11/29/2018,"b'NUMBERS are telling a different story than the cheerleading headlines as usual!  JMHO \n\n$SPY, $QQQ, $NDX, $DIA,a https://t.co/a6mtKWFlQ0'",0.083333333,0
$JPM,11/29/2018,b'11/29 200D MA Watch List: $ESPR $RH $NOW $LNG $EXPE $JWN $SYMC $SWN $CCL $BX $HPQ $TJX $ARNC $AVGO $JBLU $UPS $TSROa https://t.co/nT5lG2poeR',0.272727273,0.058823529
$JPM,11/29/2018,b'markets inside day #daytrading #marketprofile #futures $spx $nasdaq $es_f $nq_f $cl_f $GC_f $XOM $ibm $amzn $googla https://t.co/JOQzyV4hne',0,0
$JPM,11/29/2018,b'I Shared This Yesterday With My Followers! \n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibma https://t.co/YUr7eVzCP3',0.272727273,0.066666667
$JPM,11/29/2018,"b'As Biogen $BIIB Stock Rose, Cim Raised Its Stake by $727,030; As Jpmorgan Chase &amp; Co $JPM Share Price Rose, Sharehoa https://t.co/rf4hs60zYm'",-0.066666667,0
$JPM,11/29/2018,"b'Banks (WFC, USB, BAC, JPM, GS, MS, C)A - Financial regulators are looking into on loosening requirements for banks fa https://t.co/MRrz1fJiey'",0,-0.090909091
$JPM,11/29/2018,b'RT @StockTweetsHQ: BREAKING: nFusz $FUSZ CEO Rory Cutaia In NYC For Sponsorship Meetings With JP Morgan Chase $JPM As Preparations Unfold Fa',-0.153846154,0
$JPM,11/29/2018,"b'We highlight the best trades on the #NYSE ,#NASDAQ and the world of #crypto - $SPY $SPX $TSLA $AAPL $AMZN $NVDAa https://t.co/sY0fQGvgog'",0.2,0.066666667
$JPM,11/29/2018,b'We Believe #Allergan Linzess Behavior Will Be Costly as Other Drug Companies Remember! \n$aapl $amzn $agn $brk $pfea https://t.co/CXPdmWnkRR',0.142857143,-0.052631579
$JPM,11/29/2018,"b'Genuine Parts Co $GPC Stock Value Rose While Sanders Capital Has Decreased by $345,800 Its Position; First Nationala https://t.co/o0H01mY4Ca'",0,0
$JPM,11/29/2018,b'RT @StockTweetsHQ: BREAKING: Insider Buying At Titan Pharmaceuticals $TTNP As Pfizer $PFE Buyout To Be Confirmed This Week\nhttps://t.co/C3sa',0.272727273,0
$JPM,11/29/2018,b'WE NEED a CRACKDOWN NOW! $aapl $amzn $agn $fold $t $googl $iep $nflx $tst $ms $gs $wfc $jpm $bac $c $tsla $ibm $koa https://t.co/aqM6KCeCgZ',0.272727273,0
$JPM,11/29/2018,b'Rothschild Asset Management INC Holding in Jpmorgan Chase &amp; Co $JPM Decreased by $6.81 Million - https://t.co/pLclg1IbaN',0,-0.076923077
$JPM,11/29/2018,"b'RT @putinsmypapi: Tucker Carlson and you wonder why we have Trump for a President. \n\nhttps://t.co/CQfWC1Ueco  #forex $BTC $BAC, Barclays, Ba'",0.272727273,0
$JPM,11/29/2018,b'Rothschild Asset Management INC Cut Jpmorgan Chase &amp; Co $JPM Stake by $6.81 Million; Stock Rose - https://t.co/4RYnTIJ1NV',0.142857143,0
$JPM,11/29/2018,b'Rothschild Asset Management INC Lowered Stake in Jpmorgan Chase &amp; Co $JPM as Stock Price Rose https://t.co/qEdl2F4B6V',0.272727273,0
$JPM,11/29/2018,b'Rothschild Asset Management INC Has Lowered Jpmorgan Chase &amp; Co $JPM Position by $6.81 Million - https://t.co/vpJb1dmrb2',0.166666667,0
$JPM,11/29/2018,"b'RT @jpmorgan: $JPM\'s Global CIO, Lori Beer, shares her journey at #GHCI18: ""I got to where I am today by owning my career, committing to coa'",0,0
$JPM,11/29/2018,"b'As Jpmorgan Chase &amp; Co $JPM Stock Price Rose, Shareholder Rothschild Asset Management INC Has Lowered Its Position https://t.co/GWMqNywn35'",0,0
$JPM,11/29/2018,b'Average sentiment (from Twitter):\n$AMD: Y0.30(8) $GOOG: Y0.48(18) $FB: Y-0.09(51) $MMM: Y0.57(3) $CAT: Y0.75(4)a https://t.co/EAQMM30gsD',0,-0.0625
$JPM,11/29/2018,b'@jcareyrealtor Buy $PFE $JPM $HBI $DIS',0.153846154,0.071428571
$JPM,11/29/2018,b'$JPM New Form FWP for JPMorgan Chase &amp; Co.\nFrom our Stock News Alerts App',0.066666667,-0.133333333
$JPM,11/29/2018,"b'RT @jpmorgan: $JPM\'s Global CIO, Lori Beer, shares her journey at #GHCI18: ""I got to where I am today by owning my career, committing to coa'",0.272727273,0.076923077
$JPM,11/29/2018,b'$JPM J P Morgan Chase &amp; Co SEC Filing: Form FWP https://t.co/csz08EUpWI',0.272727273,-0.076923077
$JPM,11/29/2018,b'top Dow 30 gainers Wednesday  $DIA - $BA $UNH $CAT $AAPL $V $HD $GS $MSFT $MMM $MCD $AXP $IBM $JNJ $WMT $NKE $CVXa https://t.co/uOQtXGGLri',0,0
$JPM,11/29/2018,"b'Jpmorgan Chase &amp; Co $JPM Holder Manchester Capital Management Boosted Its Holding by $648,336 as Market Valuation Ra https://t.co/2WUvXSXKAX'",0.272727273,0
$JPM,11/29/2018,"b'Alpha Ai Case Study: Week in review. - 26 Long Signals, 0 Short Signals. See how they did! YTM $FB $JPM $GOOG $IWMa https://t.co/p58TNlE8yk'",-0.071428571,0
$JPM,11/29/2018,b'USDC by @centre_io  is listed on the https://t.co/VOEUjnISk5      \n\nhttps://t.co/JQzPA4xCwM\nhttps://t.co/3QRvX7P34Ta https://t.co/ajHuN2yHW5',-0.1,-0.071428571
$JPM,11/29/2018,b'Ziggurat $ZIG  price chart pattern shows strength  300% in the 3 weeks. Ys https://t.co/X2diiJawka Ys  #bitcoina https://t.co/DniQW4Rf3k',0.1875,0
$JPM,11/29/2018,b'Ziggurat $ZIG  token price chart pattern shows strength  300% in the 3 weeks. Ys  https://t.co/X2diiJawka Ysa https://t.co/B0HnegIvH3',-0.153846154,0.083333333
$JPM,11/29/2018,b'$JPM $WFC:\n\nThese simple money hacks will cut your holiday shopping budget by a third:\n\nhttps://t.co/n3xNTmfoaC',0,0
$JPM,11/29/2018,"b'Loring Wolcott &amp; Coolidge Fiduciary Advisors Llp Boosted Nvidia $NVDA Position by $366,508 as Share Value Rose; Jpma https://t.co/nPSxHkSlZ5'",0,0.066666667
$JPM,11/29/2018,b'price x volume leaders Wednesday - $AMZN $AAPL $MSFT $NFLX $FB $BABA $CRM $NVDA $AMD $GOOG  $GOOGL $BA $ADBE $BACa https://t.co/Ascsu643DG',0.166666667,0
$JPM,11/29/2018,"b'As Sears Hldgs $Call $SHLD Stock Price Declined, Force Capital Management Raised Its Holding by $500,000; Spears Aba https://t.co/2oaPQ8fubJ'",0.272727273,0
$JPM,11/29/2018,b'Average sentiment (from Twitter):\n$AMD: Y0.07(19) $GOOG: Y0.59(24) $FB: Y0.20(58) $MMM: Y0.35(2) $CAT: Y0.70(5)a https://t.co/hhRWy1Jfup',0.181818182,-0.090909091
$JPM,11/29/2018,"b'RT @iConversations: Meet Osas, a sales analyst at $JPM. ""Where She is Supposed to Be."" @JPMorgan  https://t.co/OwBe5u0VNh'",0.066666667,0
$JPM,11/29/2018,b'MEDNAX (MD) Given New $55.00 Price Target at JPMorgan Chase &amp; Co. https://t.co/qHGJGsZYKX $JPM #stocks #stockmarket',-0.076923077,0
$JPM,11/29/2018,b'#Ipo #Coca-Cola $GS $AMZN $TWTR $JPM https://t.co/2ycQOzv1eD',0,0
$JPM,11/29/2018,b'#bull day $GOOGL $FB $JPM $C $BAC $WFC $AAPL $PM $PG $GE $HON $JNJ $CSCO $MSFT $INTC $TWTR $TSLA $V $DIS $UNH $VZa https://t.co/0NuebiZMV8',0.272727273,0.071428571
$JPM,11/29/2018,"b'RT @jpmorgan: $JPM\'s Global CIO, Lori Beer, shares her journey at #GHCI18: ""I got to where I am today by owning my career, committing to coa'",0.1,0
$JPM,11/29/2018,"b'""Ireland"" Appears 2X in #Allergan\'s 10Q. Such a Proud Irish Co.! \n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $fa https://t.co/LhuqD3Rj4t'",-0.066666667,0
$JPM,11/29/2018,b'$JPM trading signals (49%/49%)\nAverage sentiment: Y0.04(73)\nT-0: YBuy\nT-1: YSell\nT-2: YBuy\nT-3: YBuy\nT-4: YSell',0.066666667,0.076923077
$JPM,11/29/2018,b'Only When #Allergan Refers To Taxes Does The Word Irish Appear in Their 10Q!  Speaks Volumes For This Tax Cheater!a https://t.co/u6vUvgHLGP',0,0.076923077
$JPM,11/29/2018,b'@EdgeCGroup $RKUNY Rakuten reports blow out quarter double digits increase in revenues profits &amp; investments appreca https://t.co/md2oEqHvGE',0.166666667,-0.166666667
$JPM,11/29/2018,b'Average sentiment (from Twitter):\n$AMD: Y0.36(38) $GOOG: Y0.66(40) $FB: Y0.29(92) $MMM: Y1.00(2) $CAT: Y0.44(8)a https://t.co/QWDuZJ6CiK',0.153846154,0.125
$JPM,11/29/2018,"b'Like My ""Drops"" Double Entendre? \n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $pepa https://t.co/TY1TEavqWp'",0.125,0
$JPM,11/29/2018,"b""It's My Dream.That We Will Be The First Humans To See Irish #Allergan's Greedy Gaming of The System Sunset As Well!a https://t.co/2apNRrm5l8""",0,-0.133333333
$JPM,11/29/2018,b'BREAKING: nFusz $FUSZ CEO Rory Cutaia In NYC For Sponsorship Meetings With JP Morgan Chase $JPM As Preparations Unfa https://t.co/zOl8dwJTiG',0,0
$JPM,11/29/2018,b'A Mars Sunset! WOW!\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $pep $bhc $mnka https://t.co/CpnjgSoMPV',0.066666667,0
$JPM,11/29/2018,b'Short sale volume (not short interest) for $BAC at 2018-11-28 is 57%. https://t.co/LxPigdhHzG $WFC 40% $TCF 30% $JPM 44% $USB 61%',0,0
$JPM,11/29/2018,b'BREAKING: Insider Buying At Titan Pharmaceuticals $TTNP As Pfizer $PFE Buyout To Be Confirmed This Weeka https://t.co/FC6pUIEJiG',-0.076923077,0
$JPM,11/29/2018,b'Buy-signal detected for 9 stocks: $AFL $UNP $PGR $MSFT $LLL $NUE $JPM $CHRW $FLIR',0.125,0
$JPM,11/29/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/OKn1ng2BGe',0,0
$JPM,11/29/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/SmKMy1x1gF',0,0
$JPM,11/29/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/S3yrp5rgZH',0.133333333,0
$JPM,11/29/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/Kdb1TNxZTv',0.214285714,0
$JPM,11/29/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/tU3v1K2MVD',0.125,0.066666667
$JPM,11/29/2018,"b'RT @jpmorgan: $JPM\'s Global CIO, Lori Beer, shares her journey at #GHCI18: ""I got to where I am today by owning my career, committing to coa'",-0.142857143,0
$JPM,11/29/2018,b'Get ready #Tokyo2020 around the corner $SNE #Sony $RKUNY #Rakuten $YCS $SVNDY $EWJ big winners over the next 5 yeara https://t.co/wOAhKa4407',0.055555556,-0.052631579
$JPM,11/29/2018,b'RT @RakutenStock: $RKUNY Rakuten reports blow out quarter double digits increase in revenues profits &amp; investments appreciation stock shoula',-0.153846154,-0.076923077
$JPM,11/29/2018,"b'RT @RakutenStock: $RKUNY #Rakuten #Lyft selects $JPM JPMorgan, $CS Credit Suisse $LUK Jefferies for IPO in 2019: source | Article [AMP] | Ra'",0.272727273,-0.066666667
$JPM,11/29/2018,b'$JPM break the 50 MA upside',0.076923077,0
$JPM,11/29/2018,b'Get ready for the #Olympics #Tokyo2020 $SNE #Sony will be closer to $AAPL Apple Market cap and $RKUNY #Rakuten closa https://t.co/Xro0aFntHJ',-0.142857143,0
$JPM,11/29/2018,b'Average sentiment (from Twitter):\n$AMD: Y0.49(52) $GOOG: Y0.56(58) $FB: Y0.32(135) $MMM: 0.00(2) $CAT: Y0.49(18)a https://t.co/o26bBvCuAm',0,-0.083333333
$JPM,11/29/2018,b'Cheapest way to get into #Lyft #Ipo is through $RKUNY #Rakuten #shares #stock owns a big stake in #Lyft #Pinteresta https://t.co/7G0Kes3Dg8',0.083333333,0
$JPM,11/29/2018,"b'RT @RakutenStock: $RKUNY #Rakuten #Lyft selects $JPM JPMorgan, $CS Credit Suisse $LUK Jefferies for IPO in 2019: source | Article [AMP] | Ra'",0.166666667,0
$JPM,11/29/2018,b'$RKUNY Rakuten reports blow out quarter double digits increase in revenues profits &amp; investments appreciation stocka https://t.co/EnjmpHu3v1',-0.058823529,0
$JPM,11/29/2018,"b'$BRK.A $BRK.B $OKE $FNB $JPM $AAXN:\n\nBerkshire Hathaway, Oneok, FNB Corp.: a Mad MoneyaTM Lightning Round:\n\nhttps://t.co/oRlxqvwy2M'",0,0
$JPM,11/29/2018,b'Traders Sell JPMorgan Chase &amp; Co. $JPM on Strength $JPM https://t.co/3Ivcjj87zC',0,0
$JPM,11/29/2018,b'Traders Sell Shares of JPMorgan Chase &amp; Co. $JPM on Strength $JPM https://t.co/1frEIY9IRR',0.272727273,0
$JPM,11/29/2018,b'Try our swing trading service built for individuals who want to trade longer-term timeframes around their full-timea https://t.co/PQsLITYK46',0.272727273,0
$JPM,11/29/2018,b'RT @MiningInfo: Banking spotlight: Rose Above 50 DMA today: $HBAN $CLDC $LPLA $FNB \n\n$JPM $USB $BAC $WFC $BSBR $C $CM $TD $NTB $BNS\n$OZK $Pa',0.272727273,0.058823529
$JPM,11/29/2018,"b'REAL TIME TRADE ALERTS via PRIVATE $TWTR FEED, perfect for people who have FT jobs and trade part-time! $AMZN $NFLX $GOOGL $BABA $JPM $FB'",0.272727273,0.0625
$JPM,11/29/2018,b'Warren Buffett is betting $86 billion on this industry $GS $WFC $AXP $BK $JPM https://t.co/LN5QLKOR8M',0.272727273,0
$JPM,11/29/2018,b'Will the US $ weaken futher? $SPY $UUP $DIA $UCO $USO $GLD $XLK $XLE $XLF $XLP $XLY $XLV $XLB $XLI $XLU $JPM $BACa https://t.co/69ZYpXr9VW',0.105263158,-0.333333333
$JPM,11/29/2018,b'251 Profit-Packed Option Trades Yearly--Delivered to Your Inbox Daily--FREE! https://t.co/gwK8Ci417C $BAC $JPM $BIDU $NTES',0.214285714,-0.0625
$JPM,11/29/2018,b'Buffett goes all in on the bank stocks. Should you? $JPM $PNC $BAC $CMA $WAL $QABA https://t.co/wDPRQjxwYR',0.272727273,0
$JPM,11/28/2018,b'Price Moves vs Expected Moves $PYPL $MA $V $C $MS $AXP $BAC $GS $WFC $KEY $JPM $RF https://t.co/T6y5z4l70A',0.272727273,0
$JPM,11/28/2018,b'Average sentiment (from Twitter):\n$AMD: Y0.24(60) $GOOG: Y0.47(76) $FB: Y0.26(154) $MMM: Y0.38(13) $CAT: Y0.41(22)a https://t.co/8hgyI0KHUg',0.272727273,0
$JPM,11/28/2018,"b'Options Report - November 28, 2018  via @YouTube $amd $goog $aapl $maft $cat $fb $v $jpm $c $gm $f $qqq $eem $ostka https://t.co/W9WwVTqsO4'",0.272727273,0.066666667
$JPM,11/28/2018,"b'Options Report - November 28, 2018 https://t.co/Xyzz1Ucq8i via @YouTube $amd $goog $aapl $maft $cat $fb $v $jpm $c $gm $f $qqq $eem $ostk'",0.272727273,0
$JPM,11/28/2018,b'RT @MARIJUANACRYPT0: @BryanLowry3 @PatRoberts RT $NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $Da',0.272727273,0.111111111
$JPM,11/28/2018,b'@BryanLowry3 @PatRoberts RT $NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KOa https://t.co/xCcOdUtHwH',0.272727273,0.1
$JPM,11/28/2018,b'RT @MARIJUANACRYPT0: RT $NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAP $Ba',0.125,0
$JPM,11/28/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/VLxxWvwCra',0.083333333,0
$JPM,11/28/2018,b'RT @MARIJUANACRYPT0: $NBEV $DTEA #CBD $CRON $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAP $BREWa',-0.076923077,0
$JPM,11/28/2018,b'$NBEV $DTEA #CBD $CRON $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/Bx2hLq1M6e',0,0
$JPM,11/28/2018,b'RT $NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/bXV0NMrbUL',0,-0.095238095
$JPM,11/28/2018,b'@GoldmanSachs @CNBC Sell bank stocks on stricter regulations from @federalreserve $GS $JPM',0.066666667,0
$JPM,11/28/2018,b'Now for the rest of the story about the under &amp; nonreported FED report today:  Not favorable so cheerleading financa https://t.co/lxSom9VMfO',0.125,0
$JPM,11/28/2018,b'RT $NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/FyByfPRJGA',-0.133333333,0
$JPM,11/28/2018,"b'The FED-chief headlines were very misguided and misinterpreted JMHO\n\n$SPY, $QQQ, $NDX, $DIA, $IWM, $NFLX, $FB,a https://t.co/TfHKbt4KPB'",0.076923077,0
$JPM,11/28/2018,b'RT @MARIJUANACRYPT0: $NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAP $BREWa',0.272727273,0
$JPM,11/28/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/GjIHPg1g5p',0,0
$JPM,11/28/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/TEZan1WnGE',0.235294118,0
$JPM,11/28/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/PCyZkGoJgd',0.2,0
$JPM,11/28/2018,b'Pay Me!\n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibm $jnj $ko $pep $bhc $mnk $snap $wynna https://t.co/BxqKBmvQ1h',0.272727273,0
$JPM,11/28/2018,b'Schroder Investment Management Group Trimmed Jpmorgan Chase And Company Common Stock Usd1 $JPM Holding By $30.35 Mia https://t.co/RHeXGAfYZt',0.076923077,0
$JPM,11/28/2018,b'RT @MARIJUANACRYPT0: $NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAP $BREWa',0.272727273,0
$JPM,11/28/2018,"b'Wed (11/28/18) weakest final 30-min close (Min $5, Vol &gt; 2M, Opt Vol in any strike &gt; 1000): $BKS $CCJ $PAGS $ABXa https://t.co/NB9oQgX0eW'",0.272727273,0
$JPM,11/28/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/29fY5xeltA',0,0
$JPM,11/28/2018,b'RT $NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/pfgMeSrkvI',0,0
$JPM,11/28/2018,"b""It Wasn't A Rookie Mistake It Was Corruption! \n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $f $googl $hlf $iep $ibma https://t.co/Puc9EDBGxI""",0,0.083333333
$JPM,11/28/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/sQwJ2I1F19',0,0
$JPM,11/28/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/039phBNEH4',0,-0.076923077
$JPM,11/28/2018,b'$NBEV $DTEA $CRON $IGXT $TLRY $STZ $CGC $NEPT #MARIJUANA #STOCKS $IGCC $PM $RAI $MO $KO $DEO $VGR $BTI $BUD $TAPa https://t.co/Gk1LEACjpX',0.076923077,0
$JPM,11/28/2018,"b""Criminal What Occurred Today! Good Thing It's Not Sustainable! \n$aapl $amzn $agn $brk $crm $cmg $dis $esrx $fa https://t.co/TyBJV63MGz""",0,0
$JPM,11/28/2018,"b""RT @Jjmathew2: $JPM traded at $103/share in 10/2018, increased 8% to $111/share\n\nGain on ops will increase 39% from $24B in '17 to a projeca""",0.076923077,0
$JPM,11/28/2018,b'RT @FusionptCapital: At some point this is the only stock I am going to be watching...\n\nYY Y\n\n$XLF $JPM $DB $RSP https://t.co/BY8d2OeF5b',0.133333333,0
$JPM,11/28/2018,b'A tale of 3 key stocks on a weekly basis.....\n\n$MSFT $JPM $NEM https://t.co/elxIXFcdVS',0,0
$JPM,11/28/2018,"b'I have been spanked hard today, program traders steamrolled over me; and in reality, nothing has changed Y Y \n\n$SPY,a https://t.co/2nB2770XdF'",0.083333333,0
$JPM,11/28/2018,b'$JPM $BAC $WFC:\n\nBanking Roundup: BofA debuts first advanced centera Wells Fargo a:\n\nhttps://t.co/bfOKlcWzzj',0.272727273,0
$JPM,11/28/2018,b'$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/i7O0m9zcIR',0,0
$JPM,11/28/2018,b'#estate asset watch - price x volume leaders today - $AMZN $AAPL $MSFT $NFLX $FB $BABA $CRM $NVDA $AMD $GOOGa https://t.co/vRLTFyLTgM',0.071428571,0
$JPM,11/28/2018,b'RT @WallStJesus: JUMPS IN #NYSE SHORTS: $MRK $VALE $JPM $T $CLF $GGB $DB $X $FCX $CHK $ECA $VST $TGT $HPQ $NEM $NOC $TER $KEY $HAL $PBR $HRa',0.125,-0.133333333
$JPM,11/28/2018,b'Average sentiment (from Twitter):\n$AMD: Y0.15(136) $GOOG: Y0.38(89) $FB: Y-0.01(200) $MMM: Y0.40(15) $CAT: Y-0.09(2a https://t.co/MsRsAkMwf1',0,0
$JPM,11/28/2018,"b'RT @PekalaLaw: After opening Evanston branch in old $JPM location, Wintrust amasses $73Million in local deposits as of June. \n#Wintrust offa'",0.272727273,0
$JPM,11/28/2018,b'#estate asset watch - top Dow 30 gainers today $DIA - $BA $UNH $CAT $AAPL $V $HD $GS $MSFT $MMM $MCD $AXP $IBM $JNJa https://t.co/RyHcnvl83Y',0.272727273,-0.117647059
$JPM,11/28/2018,b'$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/weNaGpaghu',0.272727273,0
$JPM,11/28/2018,b'RT @MiningInfo: Banking spotlight: Rose Above 50 DMA today: $HBAN $CLDC $LPLA $FNB \n\n$JPM $USB $BAC $WFC $BSBR $C $CM $TD $NTB $BNS\n$OZK $Pa',-0.0625,0
$JPM,11/28/2018,b'RT @MiningInfo: Federal Reserve Chair Jerome Powell signals that the Federal Reserve could be close to ending its tightening cycle. \n\nGOLDa',0.153846154,0
$JPM,11/28/2018,"b'After opening Evanston branch in old $JPM location, Wintrust amasses $73Million in local deposits as of June.a https://t.co/XaUNqtqSCQ'",0.153846154,0
$JPM,11/28/2018,b'$JPM J P Morgan Chase &amp; Co SEC Filing: Form 424B2 https://t.co/H1QH21cH4J',-0.2,0
$JPM,11/28/2018,"b""$JPM traded at $103/share in 10/2018, increased 8% to $111/share\n\nGain on ops will increase 39% from $24B in '17 toa https://t.co/ozpCBHVp6s""",0.272727273,0
$JPM,11/28/2018,b'Having a trusted team on your side will make all the difference when investing. Have you tried OptionAlarm yet? Frea https://t.co/r9UoyODd6F',0.0625,0
$JPM,11/28/2018,"b'As Deere &amp; Co $Call $DE Market Value Declined, Shareholder Melvin Capital Management LP Decreased Its Holding; Jpmoa https://t.co/Vs6IGP3Z3w'",0.272727273,0
$JPM,11/28/2018,b'Hartford Financial Management Raised Jpmorgan Chase &amp; Co $JPM Stake; Tjx Cos New $TJX Shareholder Seaward Managemena https://t.co/wsngyXK9Ir',0,0.071428571
