Company,Date,Tweet,username,userLocation,followersCount,friendsCount,statusesCount,favouriteCount,GeneralScore,LMScore
$VZ,11/29/2018,b'@tierrapartners @BullandBaird Fair pts. Not a steal but interesting. Really excited about this as a consumer. Dealia https://t.co/Y7Or8smrI1',らむ💚,新しい地図の中,2384,218,102299,7610,0.181818182,-0.166666667
$VZ,11/29/2018,"b'RT @StockTweetsHQ: BREAKING: Trans Global Group $TGGI To Announce A New Joint Venture With A ""Leading"" Fortune 500 Company, To Be Unveileda'",Akitty0311,,1,42,117,137,0.2,0.090909091
$VZ,11/29/2018,b'top Dow 30 gainers Wednesday  $DIA - $BA $UNH $CAT $AAPL $V $HD $GS $MSFT $MMM $MCD $AXP $IBM $JNJ $WMT $NKE $CVXa https://t.co/uOQtXGGLri',Churro,,8724,1084,44952,23234,0,0
$VZ,11/29/2018,b'Mai Wealth Advisors Cut Stake in Verizon Communications $Put $VZ by $8.77 Million as Stock Value Rose; As Netflix Ca https://t.co/VFrBrQAhQP',Luis Alberto Ramírez,"Toluca, edomex",89,276,845,288,0.071428571,-0.166666667
$VZ,11/29/2018,b'price x volume leaders Wednesday - $AMZN $AAPL $MSFT $NFLX $FB $BABA $CRM $NVDA $AMD $GOOG  $GOOGL $BA $ADBE $BACa https://t.co/Ascsu643DG',材木なんとかさん@ぼっち党,総武高校,1817,1812,33465,40947,0,0
$VZ,11/29/2018,"b'Reik &amp; Co Decreased Holding in Tiffany &amp; Co New Com $TIF by $897,874; Verizon Communications $VZ Holder Loudon Invea https://t.co/8awQIvjDtX'",blzrul,,3675,4755,92836,49609,0,0.076923077
$VZ,11/29/2018,b'Verizon Communications Inc. (NYSE:VZ) MF Rank Touches 2014 on the Quant Scale https://t.co/YmEWG2Em36 $VZ #stocks #stockmarket',Kate Backdrop,"Los Angeles, CA",954,2871,19683,20,0.090909091,0
$VZ,11/29/2018,b'#bull day $GOOGL $FB $JPM $C $BAC $WFC $AAPL $PM $PG $GE $HON $JNJ $CSCO $MSFT $INTC $TWTR $TSLA $V $DIS $UNH $VZa https://t.co/0NuebiZMV8',ちやん,,7,63,231,3268,0,0
$VZ,11/29/2018,b'@MadMoneyOnCNBC @HBO @Qualcomm @stevemollenkopf @jimcramer My top 5g device play is $INSG who happens to partner wia https://t.co/QX4gUQGN6E',Mike Elk,My hometown Pittsburgh,16599,2265,104727,19400,0.153846154,-0.076923077
$VZ,11/29/2018,"b'Y #WallStreet: #DowJones +2.50% en 25,366.43, #SP500 +2.30% en 2,743.79 y #Nasdaq +2.95% en 7,291.59. Mejor valor:a https://t.co/9LRIk4FyEj'",MATSUひげ君,日本,95,461,843,214,0,-0.181818182
$VZ,11/29/2018,"b'RT @StockTweetsHQ: BREAKING: Trans Global Group $TGGI To Announce A New Joint Venture With A ""Leading"" Fortune 500 Company, To Be Unveileda'",コトノハサマ,,101,211,24690,8612,0.2,-0.055555556
$VZ,11/29/2018,"b'BREAKING: Trans Global Group $TGGI To Announce A New Joint Venture With A ""Leading"" Fortune 500 Company, To Be Unvea https://t.co/HnuOuzZSd0'",mikarin529,,6,91,233,9,0.285714286,0
$VZ,11/29/2018,"b'In brief: the last four digits of a stolen ssn can get you $3,000 in $VZ devices/services loaned against your  accoa https://t.co/QnPeEy8nxP'",Hissy Fitz,"Virginia, USA",425,2629,87032,98276,-0.153846154,0
$VZ,11/29/2018,"b'@BullandBaird Looks like limited automatic network switching capabilities on iPhones. Really cool though, definitela https://t.co/JWcMyYiKzy'",Rick Lagace,,0,2,24,0,0,-0.125
$VZ,11/29/2018,b'RT @ShortSqueezed1: Most Active #Options &gt; https://t.co/0rdZdDthxR a a a\n\nMost Volume &gt; https://t.co/wSiNVKP5hM a a a\n\nUnusual Activity &gt; ha',Ⓜ️adoka(☆),,142,160,30439,17223,0.1,0
$VZ,11/29/2018,b'$VZ pull back to the 20 MA',あるすとろめりあ,,50,95,10577,22738,0.333333333,0.055555556
$VZ,11/29/2018,b'Most Active #Options &gt; https://t.co/0rdZdDthxR a a a\n\nMost Volume &gt; https://t.co/wSiNVKP5hM a a a\n\nUnusual Activitya https://t.co/YBPIEuWb4a',©Ⓤßª©Ⓤ|❤️ $  😱 [➕ 🔞 ],🤡┈┈ 🔞┈┈ @CubaCulos ┈┈🔞 ┈🤡,97841,69,17071,10257,0.1,0
$VZ,11/29/2018,b'$VZ',Ian prime,,145,333,3269,794,0,0
$VZ,11/29/2018,b'The 5G Whale and how were fishing it! 6 Stock Picks\n\n#5G #StockPicks #Future #Investing #Connecteda https://t.co/vOmljBEwcF',buuuuroooo,,2,94,166,3,0,0
$VZ,11/29/2018,b'$QCOM $INSG $NTGR $AAPL $KEYS $VZ https://t.co/8EuIihHczt',Craig,,2517,290,266825,153413,0,-0.076923077
$VZ,11/29/2018,b'Traders Buy Shares of Verizon Communications $VZ on Weakness https://t.co/HnmKXtc3LL',オンク,,9804,156,16012,1647,0.428571429,0.071428571
$VZ,11/29/2018,b'RT @VistaPResearch: aSpikes &amp; Speechesa a Vista Partners Daily Market Recap 11/28/2018  $DIA $AAPL $CAT $VZ $ATOS #JeromePowell #FederalResa',Greg Brown ❌,"Boise, Idaho",144,760,9928,5570,0.0625,0
$VZ,11/28/2018,b'aSpikes &amp; Speechesa a Vista Partners Daily Market Recap 11/28/2018  $DIA $AAPL $CAT $VZ $ATOS #JeromePowella https://t.co/pi9sb5qxWk',ちょろＱ  @赤穂堂,犬と猫の王国,467,520,12358,44930,0.071428571,-0.272727273
$VZ,11/28/2018,b'Price Returns vs Expected Daily Move $CRM $SQ $MU $NVDA $MSFT $IBM $INTC $AMD $FB $T $TWTR $VZ https://t.co/T6y5z4l70A',なめっち⊿大阪①静岡①②北海道①②横浜①②追加②福岡①②横浜カウントダウン,のっちのとなり,1018,1025,214702,11668,0.076923077,0
$VZ,11/28/2018,b'Also follow @_tm5k \n$VZ 5g killzone gang.',Jim Morris⭐⭐⭐,USA,1694,1288,29437,29100,0,0
$VZ,11/28/2018,b'Scan results - MACD Bearish Signal Line Cross today: $GNL $ACM $IP $CIO $PNW $WYND $FOSL $VZ $MGA $BBT $EVRG $SCORa https://t.co/vuKuQSbce3',11/29 81.9kg,けいはんな,434,745,48553,112832,-0.052631579,0
$VZ,11/28/2018,b'Most Active Options\n$GE $MSFT $NFLX $MU $BABA $NVDA $CRM $TWTR $VALE $FCX $C $TSLA $SQ $AMZN $T $KO $PBR $BA $VZa https://t.co/CJXu5wu7ts',Daisy Jane,pawgmama@yahoo.com,588299,1570,653737,90911,0,0
$VZ,11/28/2018,b'$VZ Todays trading with Verizon Communications Inc for $60.015 on date 2018-11-28. #Finance #Stocks',ぽりん,,518,2036,18426,3663,0.111111111,-0.416666667
$VZ,11/28/2018,b'@_tm5k @_tm3k $VZ',djjaybishop,Tokyo-Durham-Detroit,480,276,11593,3190,0,-0.1
$VZ,11/28/2018,b'Black Creek Investment Management Position in Now $DNOW Trimmed by $20.39 Million; Verizon Communications $VZ Stocka https://t.co/9ac0oZwcBs',Amazonつぶやきたろう,,354,383,44001,0,0.230769231,0
$VZ,11/28/2018,"b""Cue the sad trombone sound for Verizon. Or maybe an old AOL You've Got Mail clip. $VZ was the only stock in the Dowa https://t.co/No8v7JzmGF""",KUREA,,37,561,2572,139,0,0.0625
$VZ,11/28/2018,b'Hmmmmm $vz (I sold out of this Monday). https://t.co/V9BH1sbAlH',yokoyas_002,,4,28,152,0,0,0
$VZ,11/28/2018,b'#estate asset watch - price x volume leaders today - $AMZN $AAPL $MSFT $NFLX $FB $BABA $CRM $NVDA $AMD $GOOGa https://t.co/vRLTFyLTgM',がとー,,58,107,553,131,0.058823529,0
$VZ,11/28/2018,b'#estate asset watch - top Dow 30 gainers today $DIA - $BA $UNH $CAT $AAPL $V $HD $GS $MSFT $MMM $MCD $AXP $IBM $JNJa https://t.co/RyHcnvl83Y',懸賞アカウント,,149,1137,4469,15,0.055555556,-0.166666667
$VZ,11/28/2018,b'$VZ $2.2M call buy in Verizon https://t.co/UjN6gwzCn0',kazu,,80,1631,18006,32,0.4,0
$VZ,11/28/2018,"b""In one of today's #FWPowerfulPeople matchups, for Round 2, we've got @HansVestberg_ from @Verizon vs @JohnLegere fra https://t.co/FmZ9y1eRDr""",Navigator,,1,96,1751,22,0.076923077,0
$VZ,11/28/2018,"b'Rates staying still #oilandgas dropping hope you bought the dip, #SantaClaus rally on its way!!!! YZYZY $cat $aapl $twtr $vz'",☆激安＆良品☆新生活応援家電,,118,126,44328,0,0.066666667,-0.083333333
$VZ,11/28/2018,b'RT @WallStNewscast: $SWRM to launch new mobile carrier service aimed at millennial consumers called Deep Sky Mobile https://t.co/OmxNE9IU2fa',まぁくんママ,日本 福岡県,53,159,204,3110,0.125,-0.142857143
$VZ,11/28/2018,"b'Big bullish unusual option activity detected: $AMZN, $GOOG, $VZ, $BAC, $CVS - big bearish: $BIDU, $HRS, $CELG, $AMAT, $IBM'",こ ん,,193,197,271,10049,0.058823529,0
$VZ,11/28/2018,b'$VZ:\n\nFoo Fighters to headline pre-Super Bowl concert at 72000-square a:\n\nhttps://t.co/hJSWMM1KnJ',Beeg Reeb,,145,3232,7442,2469,0,0
$VZ,11/28/2018,b'Truepoint Lifted Verizon Communications $VZ Position; Barclays Plc Has Upped Its Archer Daniels Midland Co $ADM Staa https://t.co/pgJ1aqnTD0',lifehack,,428,1526,66062,0,0.153846154,0
$VZ,11/28/2018,b'RT @Couzin_Vinny: $VZ setting @marketsmith alerts on positions $VZ $KO $JNJ https://t.co/kvB5OX842Q  need #volume now @IBDinvestors @Investa',魔人ぶー,宇宙のどこか,17,390,3720,3735,0.076923077,-0.090909091
$VZ,11/28/2018,b'I hate Verizon $VZ but only when I think of them.\n@RJHSDent $ACN \nhttps://t.co/1KiQJ5kXx5',DrLenoreRonalds,,452,1430,110,578,-0.166666667,-0.142857143
$VZ,11/28/2018,b'$CAT $BA $UNH $VZ https://t.co/oK55ImbD73',sugitajungle,,35,13,652,0,0,0
$VZ,11/28/2018,b'Only 2 stocks down in the Dow today and I own both. YTM  $UTX  $VZ',Pearljr,Sherman Oaks,18063,16348,33951,826,0,-0.166666667
$VZ,11/28/2018,"b'Big bullish unusual option activity detected: $GOOG, $CVS, $VZ, $BAC, $AMZN - big bearish: $BRZU, $GE, $HRS, $CRM, $AMD'",しば,,1566,4111,81077,788,0.0625,-0.176470588
$VZ,11/28/2018,"b'The trend is:  offer voluntary separation package that few can afford to take, then do layoffs and blame low uptakea https://t.co/KdCsfEVHUT'",sakisaki,,35,725,1989,620,0,0
$VZ,11/28/2018,"b'Motco Lowered By $416,665 Its Blackrock $BLK Holding; Parallax Volatility Advisers LP Has Trimmed By $65.73 Milliona https://t.co/S6etMLdksT'",Alex Whitehouse,"Vancouver, WA",315,258,1488,1764,-0.090909091,0.071428571
$VZ,11/28/2018,"b'$VZ 18-Jan-19 60 Calls Traded 13,192 times for $2.3 Million in premium. https://t.co/hRd9cDPzup https://t.co/3Ib85Pt8SF'",まんはち俺ガイルサブ拓,岡山 倉敷市,39,108,240,1813,0.222222222,0
$VZ,11/28/2018,b'$VZ bull flow\n\n13192 Jan calls 60 bought for $2M',タコミント,,14,171,1255,68,0.166666667,0
$VZ,11/28/2018,b'$VZ Jan 2019 $60 Calls 2.28M',ARP 🔥🌹,"Las Vegas, NV",5657,2647,46761,93320,0.333333333,-0.058823529
$VZ,11/28/2018,"b'$VZ 15K Jan $60 calls look to be closing, market making moves on impact of dovish Powell, rotation back to growth may be starting'",MelissaMorera 🌳🌎,,2686,5001,36545,63522,0.125,0
$VZ,11/28/2018,b'RT @Couzin_Vinny: $VZ setting @marketsmith alerts on positions $VZ $KO $JNJ https://t.co/kvB5OX842Q  need #volume now @IBDinvestors @Investa',野球小僧5勝2敗,日本,108,628,3404,785,0.076923077,0.071428571
$VZ,11/28/2018,"b""RT @MattMargolis24: If you missed the 'Best Practices in Enterprise Training With AR' webinar featuring @augmate @verizon @Ubimax @Vuzix yoa""",Taisuke k,うるま市,46,140,3968,5649,0.142857143,-0.1
$VZ,11/28/2018,b'#estate asset watch- price x volume leaders this morning - $AMZN $AAPL $CRM $AMD $MSFT $BABA $NVDA $NFLX $FB $BAa https://t.co/tTlWOl3aeU',AK⚡️,"Stockton, CA",250,255,15714,11811,0.058823529,0.071428571
$VZ,11/28/2018,"b""RT @MarketStatisti1: Markets reaction to Chairman Powell's speech on Wednesday? $SPY $DIA $UCO $GLD $IWM $XLF $XLK $XLE $XLU $XLV $XLP $XLYa""",米丸,,114,643,1683,5677,0,-0.272727273
$VZ,11/28/2018,b'Top Implied #Volatility Gainers $JNPR $WDC $NOK $STX $IP $PHM $FSLR $BBBY $I $CVS $SHPG $XLB $X $FB $VZ $AMD https://t.co/3rvsfTPuHO',Tammi Taylor,"Oakland, CA",1152,4970,19906,6758,-0.0625,-0.071428571
$VZ,11/28/2018,"b'Top #money flow today. Free stocks app https://t.co/B6pljuv3p6\n$AGG, $VT, $BABA, $AMZN, $FB, $IWM, $MSFT, $SPY, $BRa https://t.co/QRWwrljL5U'",Nananananana batima,Rio de Janeiro,194,414,8158,2918,0.066666667,0
$VZ,11/28/2018,b'Verizon Communications Com $VZ Shareholder Canada Pension Plan Investment Board Decreased Holding as Share Price Roa https://t.co/cWHTqON1T3',Daisy Jane,pawgmama@yahoo.com,588299,1570,653738,90911,0.066666667,0
$VZ,11/28/2018,b'Kornitzer Capital Management Upped By $2.05 Million Its Qualcomm $QCOM Holding; Dearborn Partners Has Trimmed Veriza https://t.co/9sWpz6BvGC',nekochan,元ブルネイ泊地　現横須賀泊地,263,429,19293,4075,0.166666667,-0.111111111
$VZ,11/28/2018,"b'Wellington Shields Capital Management Has Lifted Verizon Communications $VZ Position By $547,650; Mutualfirst Finana https://t.co/96YBcl6D84'",遠藤,静岡県,0,4,5,0,0.363636364,-0.125
$VZ,11/28/2018,b'Trndg a  $VSLR $VZ $TSRO $I $SQ $ALK $VKTX $RUN  Charts @ https://t.co/nxLx1EAwwq',Casper John,Boston,36293,36507,154935,1278,-0.125,0.066666667
$VZ,11/28/2018,"b""RT @MattMargolis24: If you missed the 'Best Practices in Enterprise Training With AR' webinar featuring @augmate @verizon @Ubimax @Vuzix yoa""",Suzanne Guest,Wigan,2307,1545,36147,1062,0.142857143,0.055555556
$VZ,11/28/2018,b'#estate asset watch - most active stocks this morning - $AMD $GE $AFSI $AAPL $CRM $MSFT $CMCM $BAC $F $GSM $VALEa https://t.co/4srrII4RKI',April ⓥ Vegan 💕✨🥰🎄🎅🏻,"Perth, Western Australia",16064,14623,53754,44894,0.0625,0
$VZ,11/28/2018,b'Instant delivery could be the death knell of logistics workers $XPO $VZ https://t.co/Sd2UaCRQSL',駄菓子( ☆∀☆),,259,503,7279,28679,-0.125,0
$VZ,11/28/2018,b'$VZ:\n\nNew Insider Filing on\n\nEVP of PubPolicy &amp; Gen Counsel\n\nCRAIG L. SILLIMAN:\n\nhttps://t.co/VhzWU5eKdl',Rosemary,,27,121,1554,1615,0,0
$VZ,11/28/2018,b'$SWRM to launch new mobile carrier service aimed at millennial consumers called Deep Sky Mobilea https://t.co/WoB3zH6SOn',Victoria Elizabeth Herrera,"Chicago, IL",84,107,2634,3877,0.071428571,0
$VZ,11/28/2018,b'Make Money Trading &gt;&gt;&gt;https://t.co/yjh3Y7KLGz&lt;&lt; Join #1 Algorithm Based Trading System $SPX $SPY $MU $NVDA $AMZNa https://t.co/mKwGEsI3do',真秀,八戸のどこか,188,359,4870,1857,0.071428571,0.083333333
$VZ,11/28/2018,"b'RT @MrAaronKlein: $VZ good close, grateful for the opportunity every day YTM'",まきまき,彩の国,79,136,19190,29825,0.333333333,-0.071428571
$VZ,11/28/2018,b'Yahoo Trending via @Stocks_Live #stocks #stockmarket $CRM $WB $NTNX $SINA $TIF $SJM $AMD $ASNS $DKS $BURL $PZZAa https://t.co/qqXgb7FvnI',the year of yes #TBTIED 🌸 || melisa,bts + twice + chowon,267,546,40548,82343,0,0
$VZ,11/28/2018,b'$JPM $VZ $T $MRK $PFE $CELG $HSIC $ESRX $VRTX $AMZN $ADP $MSFT Bullish MACD crossover',黒タイツ・黒パンスト情報,,1501,1879,28574,0,0,0.071428571
$VZ,11/28/2018,b'$VZ Verizon Communications Inc. SEC Filing: Form 4 https://t.co/9dnaSZmiAJ',Russell Ashbaugh,"Michigan, USA",3570,4998,49798,40933,0.125,0.0625
$VZ,11/28/2018,b'11/28 52-Week Hi Watch List: $WBA $ITUB $MRK $UUP $XLNX $AXP $VZ $LLY $UAL #trading',"Luke, Deft 💀",2 up 2 down VA,8898,6898,104474,99710,0,0
$VZ,11/28/2018,"b'This is worth you time, ... $VZ ,  $XPO https://t.co/3Yp9G75wYC'",Greg Brown ❌,"Boise, Idaho",144,760,9929,5570,0.2,0.0625
$VZ,11/28/2018,b'RT @VolumePrintcess: $VZ had a huge move yesterday off the dark Pool prints on 11/21 download our app and Be the first to know! https://t.ca',ツキ,,10,258,3353,18453,0,0.071428571
$VZ,11/28/2018,"b""RT @MattMargolis24: If you missed the 'Best Practices in Enterprise Training With AR' webinar featuring @augmate @verizon @Ubimax @Vuzix yoa""",esraa,Egypt,688,140,11164,4803,0.142857143,0
$VZ,11/28/2018,b'Verizon Communications $VZ Shares Rose While Altrinsic Global Advisors Has Lowered Position by $9.90 Million; As Via https://t.co/vudmx4gwmV',Love✨Popsie,"England, United Kingdom",1166,4999,55914,49205,0.166666667,0
$VZ,11/28/2018,"b'$VZ , $T , $CTL , $TMUS ... https://t.co/ood84p399l'",HypLern,"Toronto, Ontario",13,10,3671,2998,0,0
$VZ,11/28/2018,b'$RUN https://t.co/5y3wDbk8Wr  $RUN $CRON $SIRI $GLUU $GRPN $VLSR $SNAP $TWTR $ZNGA $TSLA  $NOK $RAD $DIS $P $S $SLSa https://t.co/9oPb2yJj3j',paige,,196,91,3453,38164,-0.058823529,0
$VZ,11/28/2018,b'Mai Wealth Advisors Trimmed Stake in Verizon Communications $Put $VZ by $8.77 Million; As Wells Fargo $WFC Stock Pra https://t.co/DtokIXbekR',Wendyyy,"Pacoima, Los Angeles",650,535,16194,5100,0.133333333,0
$VZ,11/28/2018,b'$VZ had a huge move yesterday off the dark Pool prints on 11/21 download our app and Be the first to know!a https://t.co/e8I7BayCv9',ℜ,,2,11,15,16,-0.083333333,0
$VZ,11/28/2018,b'Toronto Dominion Bank Has Decreased Verizon Communications INC $VZ Stake by $288.71 Million as Market Valuation Rosa https://t.co/GkLnFEax1M',Casey Becking,"Huntington Beach, CA",4214,2448,13472,831,0,0
$VZ,11/28/2018,b'Verizon Communications INC $VZ Shareholder Toronto Dominion Bank Decreased Its Holding - https://t.co/CKoePRm62K',すがのおもいで,,83,1024,4400,547,0,0
$VZ,11/28/2018,b'Toronto Dominion Bank Stake in Verizon Communications INC $VZ Has Trimmed by $288.71 Million as Market Valuation Roa https://t.co/ZbE9WwM1tf',MediaREDEF,Everywhere,21337,2002,280695,130,0.076923077,0
$VZ,11/28/2018,b'Verizon Communications INC $VZ Holder Toronto Dominion Bank Has Decreased Holding by $288.71 Million as Share Price Rose ...',ちぇるちぇる,⛅️ちぇるちぇるらんど⛅️,4,169,1453,48,0.076923077,0
$VZ,11/28/2018,b'RT @JBizzle703: $CELZ DD List Since May18\n\n#urology #stemcells #erectiledysfunction #health\n$AAPL $GOOG $INTC $AMZN $MSFT $XOM $DIS $HSY $Na',Blaze McRob,Wyoming,3963,3808,39883,26529,0,0.071428571
$VZ,11/28/2018,"b'RT @StockWebTrading: $ADM $ADP $CL $FLS $FTV $L $HST Liquid stocks from $SPY 500, long and short positions with up to 1200% in profits httpa'",akDlux,,143,1950,37,27,0,0
$VZ,11/28/2018,"b'RT @StockWebTrading: $ADM $ADP $CL $FLS $FTV $L $HST Liquid stocks from $SPY 500, long and short positions with up to 1200% in profits httpa'",🕹Jolly🎄Ultima🕹,29-Jan-19,506,1046,37539,41602,0,0.083333333
$VZ,11/28/2018,"b'$ADM $ADP $CL $FLS $FTV $L $HST Liquid stocks from $SPY 500, long and short positions with up to 1200% in profitsa https://t.co/HKQfuspjUh'",Lisa K.,"Toronto, Ontario",140,99,2006,3719,-0.076923077,0.071428571
$VZ,11/28/2018,b'price x volume leaders Tuesday - $AMZN $AAPL $NFLX $NVDA $MSFT $AMD $BABA $TSLA $FB $UTX $GOOGL $GOOG $ORCL $INTCa https://t.co/o2ewW4EM5j',Илья,,21,1249,1044,766,0,0.071428571
$VZ,11/28/2018,b'most active stocks Tuesday - $AMD $GE $AAPL $BAC $F $T $MSFT $PBR $ORCL $SIRI $AMRN $VALE $INTC $MU $GM $X $ECAa https://t.co/ezTHqPTAvV',ふまろ,,74,290,973,2297,0,0.076923077
$VZ,11/28/2018,b'Wondering about risks of $VZ? The 63-day volatility is 9.52% https://t.co/K0sRIRmIka',きょん♪,,42,81,9798,22757,-0.2,0
$VZ,11/28/2018,b'most active options Tuesday - $AAPL $AMD $GE $BAC $FB $NVDA $BABA $X $AMZN $MSFT $NFLX $TSLA $T $MU $CRM $VALEa https://t.co/buq3wCPAZ8',"Lynn Lamb, Author ✍️☃️",www.bookbannersetc.com,27397,8499,92921,7958,0.0625,0
$VZ,11/28/2018,b'$CRM $XON $GM $NTNX $T $BTC.X $MSFT $VZ $IRDM $HRS : the most socially trending symbols in descending order. (a https://t.co/IwnIccwNDW',ゆうき,大阪府,84,153,1276,40,0.076923077,0
$VZ,11/28/2018,b'RT @1MinuteStock: Unicorn Bay rating for $VZ is 2.52 out of 5. https://t.co/2oZzW1Vrby',むーちゃん⊿堀未央奈推し,,1716,2384,75,14,0,-0.076923077
$VZ,11/28/2018,b'Unicorn Bay rating for $VZ is 2.52 out of 5. https://t.co/2oZzW1Vrby',Not Nice,Right next to where TC live,171,232,95135,512,0,0
$VZ,11/28/2018,b'We calculated 21-day Expected Return of $VZ for you: 9.29% https://t.co/tzmAeG1MYB',Maria Loreto Navarro,España,13304,11248,154900,45699,0.166666667,0
$VZ,11/28/2018,"b'Turn your 1,000 into a quick and EASY $20k join our PennyStock DOMINATION \n\nEMAIL: pennystockdomination@gmail.coma https://t.co/VzL7HcExa4'",オルタナ系主婦 Katie_fue,,52,5,320,620,0.222222222,0
$VZ,11/28/2018,"b""Apple's stock holds the key to the end of the bear market, Jim Cramer says https://t.co/ggALGal8MQ $AAPL $VZ $PG $KO @jimcramer @cnbc""",Nurul Chasanah,"MAGELANG , JAWA TENGAH, 🇮🇩📍",51,148,32466,10946,0,0
$VZ,11/28/2018,b'Do you know that #WallStreet price for $VZ is $49.68 https://t.co/rQ8vywWFX6',Sinead.,,493,3429,4595,94,0.2,0.071428571
$VZ,11/28/2018,b'RT @VistaPResearch: aUps and Downsa a Vista Partners Daily Market Recap 11/27/2018  $UTX $DIA $VZ $WBA $ATOS #investing #tradewars #stockmaa',Yutaka,四国のどこか,485,3002,83473,45,0.0625,0.071428571
$VZ,11/28/2018,b'Do you know that #Book Value for $VZ is $13.19 https://t.co/262xz5NNnc',Knight 🔥,"القاهرة, مصر بين مؤخرتك",49,169,4151,2193,0.4,0.071428571
$VZ,11/28/2018,b'Investors Sell Verizon Communications $VZ on Strength $VZ https://t.co/94JJkpVDjF',Utu,,27,122,2791,152,0.166666667,0.058823529
$VZ,11/28/2018,b'Traders Sell Verizon Communications $VZ on Strength $VZ https://t.co/4ygQNMp6Dn',Music at Prototype Prime,"Peachtree Corners, GA",16,1,42636,0,0.166666667,-0.142857143
$VZ,11/28/2018,"b'Y #WallStreet: #DowJones +0.44% en 24,748.73, #SP500 +0.33% en 2,682.17 y #Nasdaq +0.01% en 7,082.70. Mejor valor:a https://t.co/NEtZJiCnTH'",♥️ Shy Sub Guy ♥️,,23984,3446,5463,12275,0,0
$VZ,11/28/2018,b'@NadiaVancouver Look at $vz in this bloodbath',NANA,,102,147,997,850,0,0.071428571
$VZ,11/28/2018,"b'Tues (11/27/18) highest trading range % compared to open (Min $5, Vol &gt; 750K, Opt Vol in any strike &gt; 100):\n100 -a https://t.co/PqLQHyykXV'",Dorala,愛知県,112,258,6190,10941,0,0.071428571
$VZ,11/28/2018,b'#nice day $GOOGL $FB $JPM $C $BAC $WFC $AAPL $PM $PG $GE $HON $JNJ $CSCO $MSFT $INTC $TWTR $TSLA $V $DIS $UNH $VZa https://t.co/T17PkSUroQ',真秀,八戸のどこか,188,359,4871,1857,0,0
$VZ,11/28/2018,"b""RT @MattMargolis24: If you missed the 'Best Practices in Enterprise Training With AR' webinar featuring @augmate @verizon @Ubimax @Vuzix yoa""",Sherry Strode,,1109,5002,184821,40,0.142857143,0.071428571
$VZ,11/28/2018,"b""RT @MattMargolis24: If you missed the 'Best Practices in Enterprise Training With AR' webinar featuring @augmate @verizon @Ubimax @Vuzix yoa""",Worldwide Superstar BTS 🌟,"Daegu, South Korea",977,571,98148,5860,0.142857143,0.071428571
$VZ,11/28/2018,b'So understand it is still risky and I am slowly scaling in some quality names I forgot to mention the $MO as anothea https://t.co/Uvl94aTBrx',AKBグッズ＿bot,,70,204,45439,0,0.083333333,0
$VZ,11/28/2018,"b""RT @MattMargolis24: If you missed the 'Best Practices in Enterprise Training With AR' webinar featuring @augmate @verizon @Ubimax @Vuzix yoa""",たにゃん@土曜東Ｔ－07a,フランシュシュ,164,147,22156,1910,0.142857143,0.071428571
$VZ,11/28/2018,"b""RT @MattMargolis24: If you missed the 'Best Practices in Enterprise Training With AR' webinar featuring @augmate @verizon @Ubimax @Vuzix yoa""",lil daddy Tee,GSU18,370,453,2826,114,0.142857143,0.071428571
$VZ,11/28/2018,"b""If you missed the 'Best Practices in Enterprise Training With AR' webinar featuring @augmate @verizon @Ubimaxa https://t.co/WT9AOnq2A1""",Mike Weinberg,"STL, Sales Meeting or Airplane",26414,7172,37275,6865,0.166666667,0.071428571
$VZ,11/28/2018,b'$VZ Max Pain=59.50. Maturity=11/30/2018. #maxpain #options https://t.co/99R0cgNqLi https://t.co/GVzccBzvPu',dr_mrdog,some dumpster near you,1372,2273,63215,77670,0.125,0.071428571
$VZ,11/28/2018,b'$VZ kicker headed up',セール電子書籍コミック紹介2@価格は期間限定です,Amazonアソシエイトに参加しています,5747,4586,4447,2,0,0
$VZ,11/28/2018,b'RT @JBizzle703: $CELZ DD List Since May18\n\n#urology #stemcells #erectiledysfunction #health\n$AAPL $GOOG $INTC $AMZN $MSFT $XOM $DIS $HSY $Na',ニクキュウ,,358,2498,33524,52,0,0
$VZ,11/28/2018,b'@_tm3k BUY $VZ ALL IN BABY',平和と自然大好き破天荒議員上海,東京,5489,5354,249422,9485,0.333333333,0
$VZ,11/28/2018,"b'RT @permabear_uk: Verizon $VZ settled +2.5% at $60.65. New historic highs are clearly viable on Wednesday, not least if Powell sweet talksa'",muhammad Andre Fauzi,Jl.krandegan/rt01rw08no.22,209,325,21715,10478,0.285714286,0
$VZ,11/28/2018,b'@_tm3k $GOOG $FB will suffer greatly during the great #privacy reform. ISPs get it all for free $VZ $CMCSA $SPY $QQQ $VIX',タマねぇ,,44,108,1646,4392,0.2,0.071428571
$VZ,11/28/2018,b'Short sale volume (not short interest) for $VZ at 2018-11-27 is 52%. https://t.co/jxAdP4vUZk $USM 54% $TDS 29% $CTL 58% $T 37%',Pearljr,Sherman Oaks,18063,16348,33952,826,0,0.0625
$VZ,11/28/2018,b'RT @JBizzle703: $CELZ DD List Since May18\n\n#urology #stemcells #erectiledysfunction #health\n$AAPL $GOOG $INTC $AMZN $MSFT $XOM $DIS $HSY $Na',Chris Henrichsen,"Lusby, Maryland",2872,3069,29221,2330,0,0.071428571
